trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
979,False,"{'a': 0.004126724994193455, 'e': 0.00825344998838691}",20,14,10.849672647463164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.004086480408588671, 'e': 0.008172960817177341}",20,14,9.83876077234817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.004046587829345165, 'e': 0.00809317565869033}",20,11,15.402162556951863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.004007044614103282, 'e': 0.008014089228206563}",25,19,12.449674208410844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.003967848135881684, 'e': 0.007935696271763368}",20,6,26.66331092472659,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.003928995783031646, 'e': 0.007857991566063292}",20,11,4.114012536510185,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.0038904849591910214, 'e': 0.007780969918382043}",20,15,9.26775696492833,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.0038523130832379105, 'e': 0.007704626166475821}",20,11,17.627624477987773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.003814477589244014, 'e': 0.007628955178488028}",25,16,14.286934930574228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.003776975926427695, 'e': 0.00755395185285539}",25,15,18.509221390816368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.003739805559106745, 'e': 0.00747961111821349}",25,15,15.687724500242819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.0037029639666508627, 'e': 0.0074059279333017255}",20,8,19.561774766091805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.003666448643433853, 'e': 0.007332897286867706}",20,14,9.93934237050405,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.0036302570987855505, 'e': 0.007260514197571101}",20,11,16.236667208130942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.0035943868569434678, 'e': 0.0071887737138869355}",20,16,10.023341091299594,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.003558835457004187, 'e': 0.007117670914008374}",25,20,7.608792333548412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.003523600452874485, 'e': 0.00704720090574897}",30,19,20.59817537402956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.0034886794132222097, 'e': 0.006977358826444419}",25,7,34.11649852009859,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.0034540699214269054, 'e': 0.006908139842853811}",20,13,13.691377139397552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.0034197695755301956, 'e': 0.006839539151060391}",25,15,22.06790772603326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.0033857759881859295, 'e': 0.006771551976371859}",25,11,25.585553166986227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.0033520867866100963, 'e': 0.006704173573220193}",20,14,13.307213868396563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.003318699612530511, 'e': 0.006637399225061022}",25,13,24.011034324934336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.0032856121221362805, 'e': 0.006571224244272561}",30,11,36.92632023948434,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.0032528219860270507, 'e': 0.0065056439720541015}",35,20,22.16076706497379,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.003220326889162047, 'e': 0.006440653778324094}",20,13,14.477538040822317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.003188124530808903, 'e': 0.006376249061617806}",25,7,32.70984348062473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.003156212624492294, 'e': 0.006312425248984588}",20,13,12.57850799189098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.00312458889794237, 'e': 0.00624917779588474}",25,15,15.94376419440019,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.003093251093043, 'e': 0.006186502186086}",25,15,19.685539797043102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.00306219696577983, 'e': 0.00612439393155966}",30,18,20.471622052478914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.003031424286188161, 'e': 0.006062848572376322}",20,0,28.817729369503354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1011,False,"{'a': 0.00300093083830065, 'e': 0.0060018616766013}",20,11,5.176969607770878,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.002970714420094841, 'e': 0.005941428840189682}",35,26,17.814255753284005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.0029407728434405283, 'e': 0.0058815456868810565}",20,12,16.326225133399866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.002911103934046959, 'e': 0.005822207868093918}",25,10,22.497876659354887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.002881705531409881, 'e': 0.005763411062819762}",20,11,18.791282607672745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.002852575488758435, 'e': 0.00570515097751687}",25,13,21.39257187739108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.002823711673001904, 'e': 0.005647423346003808}",30,13,31.616087938496182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.002795111964676315, 'e': 0.00559022392935263}",25,19,11.114072063085452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.0027667742578909083, 'e': 0.005533548515781817}",25,15,17.615885054409976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.002738696460274471, 'e': 0.005477392920548942}",25,16,17.0420780196637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.00271087649292154, 'e': 0.00542175298584308}",20,9,21.90822852673801,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.0026833122903384844, 'e': 0.005366624580676969}",30,13,32.60952146090925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.0026560018003894646, 'e': 0.005312003600778929}",25,13,25.01034242989359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.0026289429842422793, 'e': 0.0052578859684845585}",25,18,10.951274822963965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.0026021338163141, 'e': 0.0052042676326282}",30,18,19.260390391181737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.002575572284217098, 'e': 0.005151144568434196}",30,12,29.942878257562324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.0025492563887039724, 'e': 0.005098512777407945}",35,13,37.49792600430698,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.0025231841436133763, 'e': 0.005046368287226753}",30,10,34.92907493610165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.002497353575815252, 'e': 0.004994707151630504}",20,11,17.07898507070869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.0024717627251560764, 'e': 0.004943525450312153}",30,16,26.224552147441024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.00244640964440402, 'e': 0.00489281928880804}",25,8,30.584281090827737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.0024212923991940266, 'e': 0.004842584798388053}",20,2,30.831876008569566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.0023964090679728144, 'e': 0.004792818135945629}",20,11,17.032267408903824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.002371757741943805, 'e': 0.00474351548388761}",20,10,15.175613982918627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.0023473365250119833, 'e': 0.004694673050023967}",30,8,38.99177924265845,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.0023231435337286934, 'e': 0.004646287067457387}",25,16,17.744720555742788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.0022991768972363716, 'e': 0.004598353794472743}",20,0,29.6914722583087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.0022754347572132238, 'e': 0.0045508695144264475}",30,20,13.831547038164492,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.0022519152678178514, 'e': 0.004503830535635703}",20,15,8.404758795020257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.0022286165956338236, 'e': 0.004457233191267647}",20,14,11.77696613004704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.002205536919614209, 'e': 0.004411073839228418}",25,16,16.426651539976504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.002182674431026063, 'e': 0.004365348862052126}",30,13,32.590356538386644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.0021600273333948756, 'e': 0.004320054666789751}",25,20,7.991150972509242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.0021375938424489913, 'e': 0.004275187684897983}",20,9,22.91625982866965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.002115372186063991, 'e': 0.004230744372127982}",25,19,14.13531540114083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.0020933606042070506, 'e': 0.004186721208414101}",25,10,25.79577299114139,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.0020715573488812784, 'e': 0.004143114697762557}",30,12,36.36768293935804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.002049960684070029, 'e': 0.004099921368140058}",35,19,27.13417349850316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.0020285688856812012, 'e': 0.0040571377713624025}",25,13,21.47545916070684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.0020073802414915273, 'e': 0.004014760482983055}",20,8,20.323130480423377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.0019863930510908485, 'e': 0.003972786102181697}",20,8,21.74371522528625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.0019656056258263864, 'e': 0.003931211251652773}",25,17,14.574155623881339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.0019450162887470128, 'e': 0.0038900325774940256}",20,7,26.7435102600298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.0019246233745475192, 'e': 0.0038492467490950383}",20,13,12.941265876759056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.0019044252295128913, 'e': 0.0038088504590257826}",25,17,13.252124826064573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.0018844202114625906, 'e': 0.0037688404229251813}",30,13,32.78928329725176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.0018646066896948468, 'e': 0.0037292133793896936}",25,11,25.883546164991678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.0018449830449309645, 'e': 0.003689966089861929}",25,18,12.260780856798096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.0018255476692596465, 'e': 0.003651095338519293}",20,15,10.411115959034685,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.0018062989660813382, 'e': 0.0036125979321626764}",20,11,17.105145007436498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.0017872353500525948, 'e': 0.0035744707001051897}",20,14,12.989031085405765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.0017683552470304752, 'e': 0.0035367104940609503}",20,11,16.986324842638062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.001749657094016965, 'e': 0.00349931418803393}",20,15,10.901969033656464,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.0017311393391034326, 'e': 0.0034622786782068653}",20,5,27.40219502638238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.0017128004414151213, 'e': 0.0034256008828302425}",20,14,11.201927704839072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.0016946388710556777, 'e': 0.0033892777421113554}",25,12,22.673381936314676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.0016766531090517244, 'e': 0.003353306218103449}",30,7,29.615076771566077,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1068,False,"{'a': 0.0016588416472974744, 'e': 0.003317683294594949}",20,10,15.650605760464563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.0016412029884993941, 'e': 0.0032824059769987883}",25,11,30.276865357621414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.0016237356461209153, 'e': 0.0032474712922418306}",25,16,15.253112551641655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.0016064381443272, 'e': 0.0032128762886544}",20,14,14.573900819229138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.0015893090179299606, 'e': 0.003178618035859921}",25,15,20.760138271847683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.0015723468123323393, 'e': 0.0031446936246646785}",30,10,31.54649432691162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.0015555500834738458, 'e': 0.0031111001669476917}",25,3,38.515306001383166,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.0015389173977753607, 'e': 0.0030778347955507214}",30,20,19.447921482763668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.0015224473320842031, 'e': 0.0030448946641684063}",20,8,19.60596449256392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.0015061384736192686, 'e': 0.003012276947238537}",20,9,17.829656392716707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.0014899894199162358, 'e': 0.0029799788398324717}",35,20,29.134460567711308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.0014739987787728503, 'e': 0.0029479975575457005}",25,18,14.683135888917885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.00145816516819428, 'e': 0.00291633033638856}",20,10,15.448729455014762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.0014424872163385535, 'e': 0.002884974432677107}",35,20,28.328712700850588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.001426963561462075, 'e': 0.00285392712292415}",20,9,19.741676987113053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.0014115928518652274, 'e': 0.0028231857037304547}",20,8,19.216496070104583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.0013963737458380567, 'e': 0.0027927474916761134}",35,17,32.47201324050744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.0013813049116060466, 'e': 0.002762609823212093}",20,2,27.79852654239297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.0013663850272759832, 'e': 0.0027327700545519665}",20,16,6.170743308089148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.001351612780781912, 'e': 0.002703225561563824}",25,11,25.17680702211766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.0013369868698311896, 'e': 0.002673973739662379}",20,10,21.979947845975232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.001322506001850632, 'e': 0.002645012003701264}",25,11,28.97624976607674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.0013081688939327633, 'e': 0.0026163377878655266}",25,10,26.879688995888806,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.001293974272782164, 'e': 0.002587948545564328}",25,20,8.934664066370662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.001279920874661924, 'e': 0.002559841749323848}",20,11,19.414732821545787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.0012660074453402002, 'e': 0.0025320148906804005}",20,13,11.927061401714104,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.0012522327400368819, 'e': 0.0025044654800737637}",20,12,16.93207972876119,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.0012385955233703656, 'e': 0.002477191046740731}",20,5,29.281736107729845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.0012250945693044416, 'e': 0.0024501891386088832}",20,6,26.57083503549888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.0012117286610952942, 'e': 0.0024234573221905884}",25,11,16.68692805551233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.0011984965912386154, 'e': 0.002396993182477231}",25,13,26.417746766843692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.0011853971614168392, 'e': 0.0023707943228336785}",20,16,6.431895730294502,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.0011724291824464917, 'e': 0.0023448583648929835}",30,5,33.51971534304476,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.0011595914742256646, 'e': 0.002319182948451329}",20,2,30.413784742946063,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.0011468828656816094, 'e': 0.002293765731363219}",20,13,12.020258400683248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.001134302194718459, 'e': 0.002268604389436918}",20,7,23.774574515063726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.0011218483081650726, 'e': 0.0022436966163301452}",30,16,27.65962566312962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.00110952006172301, 'e': 0.00221904012344602}",20,4,30.928215438534004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.0010973163199146363, 'e': 0.0021946326398292726}",20,8,23.76252046392299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.001085235956031357, 'e': 0.002170471912062714}",20,13,13.475696750085834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.0010732778520819867, 'e': 0.0021465557041639733}",35,22,23.04290452304254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.0010614408987412516, 'e': 0.0021228817974825033}",20,11,14.728912726033434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.0010497239952984305, 'e': 0.002099447990596861}",20,8,23.139816207311274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.0010381260496061305, 'e': 0.002076252099212261}",30,16,30.405749560387008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.0010266459780292046, 'e': 0.002053291956058409}",25,11,25.01922355698549,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.0010152827053938093, 'e': 0.0020305654107876186}",20,10,18.476037816792132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.0010040351649366044, 'e': 0.002008070329873209}",25,16,16.793206237768683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.0009929022982540965, 'e': 0.001985804596508193}",30,16,28.1318730424046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.0009818830552521286, 'e': 0.0019637661105042573}",20,7,22.597410533460746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.0009709763940955158, 'e': 0.0019419527881910316}",20,9,21.21344639394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.0009601812811578283, 'e': 0.0019203625623156566}",30,15,28.88177349148814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.0009494966909713253, 'e': 0.0018989933819426505}",30,20,17.730598897270063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.0009389216061770385, 'e': 0.001877843212354077}",25,17,3.398046615215346,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.0009284550174750083, 'e': 0.0018569100349500166}",25,16,14.729870415785516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.0009180959235746728, 'e': 0.0018361918471493455}",25,18,11.773370450361407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.0009078433311454112, 'e': 0.0018156866622908224}",25,7,33.39555077603645,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.000897696254767244, 'e': 0.001795392509534488}",20,11,16.424366113561337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.0008876537168816893, 'e': 0.0017753074337633786}",20,9,22.45064961312699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.000877714747742777, 'e': 0.001755429495485554}",20,9,17.114926452872616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.0008678783853682234, 'e': 0.0017357567707364469}",25,14,14.461657269195598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.0008581436754907655, 'e': 0.001716287350981531}",25,12,18.683767803171826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.0008485096715096567, 'e': 0.0016970193430193134}",30,16,25.8304532422347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.0008389754344423255, 'e': 0.001677950868884651}",30,18,28.139107488083425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.0008295400328761983, 'e': 0.0016590800657523966}",20,6,21.284500956527946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.0008202025429206862, 'e': 0.0016404050858413724}",25,12,27.179309565964434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.0008109620481593374, 'e': 0.0016219240963186749}",20,9,20.036367814449,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.0008018176396021577, 'e': 0.0016036352792043154}",35,24,20.136968920148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.000792768415638097, 'e': 0.001585536831276194}",30,19,-20.529255533967273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1136,False,"{'a': 0.0007838134819877051, 'e': 0.0015676269639754103}",25,13,24.23522951411574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.0007749519516559582, 'e': 0.0015499039033119164}",25,16,18.341459328947884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.000766182944885254, 'e': 0.001532365889770508}",20,14,7.098936875300247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.0007575055891085793, 'e': 0.0015150111782171586}",20,14,11.980904525811983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.0007489190189028495, 'e': 0.001497838037805699}",30,20,19.565918433014904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.0007404223759424214, 'e': 0.0014808447518848428}",20,12,13.693197140295727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.0007320148089527796, 'e': 0.0014640296179055591}",30,18,25.638628834747728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.0007236954736643974, 'e': 0.0014473909473287948}",20,15,10.595877174977552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.0007154635327667736, 'e': 0.0014309270655335471}",20,9,22.45873410603237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.0007073181558626449, 'e': 0.0014146363117252898}",30,20,20.55694386475925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.0006992585194223761, 'e': 0.0013985170388447522}",30,19,20.3464882976441,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.0006912838067385267, 'e': 0.0013825676134770534}",20,8,22.736630969438703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.0006833932078805968, 'e': 0.0013667864157611935}",20,16,9.06119140500353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
