trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
478,False,"{'a': 0.15914128209904566, 'e': 0.3182825641980913}",20,3,-60.82132490428258,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
479,False,"{'a': 0.15838081432978432, 'e': 0.31676162865956864}",25,0,-4.914727590146585,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
480,False,"{'a': 0.1576224042692475, 'e': 0.315244808538495}",20,8,-1.1155143648344314,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.1568660571959357, 'e': 0.3137321143918714}",20,9,-23.483956057442466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.15611177830130582, 'e': 0.31222355660261164}",20,7,2.0237897796207167,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.15535957268998182, 'e': 0.31071914537996365}",20,10,-52.41602564040028,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
484,False,"{'a': 0.15460944537996843, 'e': 0.30921889075993686}",25,18,15.834853403560901,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.15386140130286832, 'e': 0.30772280260573665}",35,15,23.69324690098661,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.15311544530410254, 'e': 0.3062308906082051}",25,2,7.821207434445897,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.15237158214313404, 'e': 0.3047431642862681}",30,18,21.13734438163755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.15162981649369456, 'e': 0.3032596329873891}",20,9,4.171738747071529,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.15089015294401464, 'e': 0.3017803058880293}",20,13,-28.15910693355036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.1501525959970568, 'e': 0.3003051919941136}",30,10,29.66966958320879,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.1494171500707517, 'e': 0.2988343001415034}",20,12,14.934279887995588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.14868381949823758, 'e': 0.29736763899647517}",25,15,16.84206903812674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.14795260852810266, 'e': 0.2959052170562053}",20,13,-11.531171718291143,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.14722352132463049, 'e': 0.29444704264926097}",30,22,16.291413041690554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.14649656196804853, 'e': 0.29299312393609706}",30,22,18.84086913850512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.14577173445477948, 'e': 0.29154346890955896}",20,6,19.522249934970713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.1450490426976956, 'e': 0.2900980853953912}",30,12,-27.71024509548275,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
498,False,"{'a': 0.14432849052637609, 'e': 0.28865698105275217}",20,9,-35.0985955305752,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
499,False,"{'a': 0.14361008168736705, 'e': 0.2872201633747341}",20,11,16.17611210553101,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1428938198444446, 'e': 0.2857876396888892}",35,16,-20.557138137249957,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.14217970857888068, 'e': 0.28435941715776136}",20,10,13.0771682500435,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.14146775138971154, 'e': 0.2829355027794231}",30,22,16.608280629456704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.14075795169400926, 'e': 0.2815159033880185}",20,9,6.452350694086448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.14005031282715572, 'e': 0.28010062565431143}",20,8,-2.5219528098824298,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.13934483804311942, 'e': 0.27868967608623885}",25,15,-4.353567896249311,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.138641530514735, 'e': 0.27728306102947}",20,8,7.494351162883843,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.13794039333398522, 'e': 0.27588078666797045}",25,12,-25.454119739713047,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
508,False,"{'a': 0.1372414295122858, 'e': 0.2744828590245716}",25,16,13.509515470560915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.13654464198077262, 'e': 0.27308928396154525}",20,4,1.309108912528714,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
510,False,"{'a': 0.13585003359059164, 'e': 0.2717000671811833}",20,12,16.498839705818053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.13515760711319114, 'e': 0.27031521422638227}",30,11,14.84955241293574,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.13446736524061667, 'e': 0.26893473048123334}",25,15,-26.36635514073509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.13377931058580836, 'e': 0.2675586211716167}",20,0,20.340497369247878,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
514,False,"{'a': 0.1330934456829006, 'e': 0.2661868913658012}",25,11,-4.570465768989007,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.13240977298752415, 'e': 0.2648195459750483}",25,20,8.252330621498826,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.1317282948771108, 'e': 0.2634565897542216}",20,13,13.259795638185846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.13104901365119997, 'e': 0.26209802730239995}",20,8,-14.992591205971134,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.13037193153174806, 'e': 0.2607438630634961}",20,13,-6.611872009203868,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.12969705066343976, 'e': 0.2593941013268795}",20,2,6.9579893828098385,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
520,False,"{'a': 0.12902437311400175, 'e': 0.2580487462280035}",25,8,-26.518915347175472,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
521,False,"{'a': 0.12835390087451862, 'e': 0.25670780174903723}",25,11,-0.21395900484323915,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.12768563585975085, 'e': 0.2553712717195017}",25,19,12.15873931070345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1270195799084551, 'e': 0.2540391598169102}",25,8,9.125484063301665,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.12635573478370657, 'e': 0.25271146956741314}",20,7,8.924165283209746,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.12569410217322338, 'e': 0.25138820434644676}",25,15,-37.41542663967336,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
526,False,"{'a': 0.12503468368969314, 'e': 0.2500693673793863}",25,0,-5.208834192019554,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
527,False,"{'a': 0.12437748087110144, 'e': 0.24875496174220288}",20,13,3.466483591646093,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.12372249518106246, 'e': 0.24744499036212492}",20,9,20.47643503681835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.1230697280091514, 'e': 0.2461394560183028}",20,6,7.924888340656613,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.12241918067123903, 'e': 0.24483836134247805}",25,9,-14.911523094461302,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.12177085440982793, 'e': 0.24354170881965587}",20,6,9.403746810113404,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.12112475039439095, 'e': 0.2422495007887819}",20,11,15.031295313351885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.12048086972171111, 'e': 0.24096173944342222}",30,15,22.205583157831207,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.11983921341622365, 'e': 0.2396784268324473}",20,15,7.324220838184297,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.11919978243035971, 'e': 0.23839956486071942}",25,5,9.699263648659784,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.11856257764489181, 'e': 0.23712515528978362}",30,13,-31.22568958976458,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.1179275998692811, 'e': 0.2358551997385622}",20,6,20.859177897292174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.1172948498420262, 'e': 0.2345896996840524}",30,10,18.929765930355565,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.1166643282310139, 'e': 0.2333286564620278}",30,10,24.805967510802486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.11603603563387126, 'e': 0.2320720712677425}",25,4,-6.645705361200831,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
541,False,"{'a': 0.11540997257831954, 'e': 0.2308199451566391}",20,5,-39.79631062528018,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
542,False,"{'a': 0.1147861395225296, 'e': 0.2295722790450592}",20,9,-18.40342543162232,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
543,False,"{'a': 0.11416453685547888, 'e': 0.22832907371095776}",20,15,1.375854525513421,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.11354516489730987, 'e': 0.22709032979461974}",25,0,-59.476103495867484,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
545,False,"{'a': 0.11292802389969014, 'e': 0.2258560477993803}",25,5,-82.72669617790697,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
546,False,"{'a': 0.11231311404617376, 'e': 0.22462622809234753}",30,18,-22.229354288409304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
547,False,"{'a': 0.11170043545256421, 'e': 0.22340087090512842}",20,6,24.303010649123312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.11108998816727866, 'e': 0.22217997633455733}",20,9,9.01532289043762,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.11048177217171364, 'e': 0.22096354434342727}",25,0,8.599211166707306,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
550,False,"{'a': 0.10987578738061202, 'e': 0.21975157476122403}",30,17,24.118513057638626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.10927203364243142, 'e': 0.21854406728486284}",30,3,-25.552511657987726,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
552,False,"{'a': 0.10867051073971373, 'e': 0.21734102147942747}",20,13,5.704238731874794,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.10807121838945605, 'e': 0.2161424367789121}",20,13,11.447627610416184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.10747415624348272, 'e': 0.21494831248696544}",25,14,21.130604767146874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.10687932388881871, 'e': 0.21375864777763742}",20,13,13.207664702447861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.10628672084806402, 'e': 0.21257344169612805}",20,11,0.33325411353524914,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.10569634657976933, 'e': 0.21139269315953865}",30,7,14.910817547904593,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
558,False,"{'a': 0.10510820047881268, 'e': 0.21021640095762537}",20,6,-17.498251066213946,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
559,False,"{'a': 0.10452228187677734, 'e': 0.20904456375355468}",25,13,2.14304794338237,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.10393859004233061, 'e': 0.20787718008466122}",20,16,7.697948412254588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.10335712418160377, 'e': 0.20671424836320754}",30,21,19.099371404140527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.10277788343857293, 'e': 0.20555576687714586}",25,5,3.222684488398647,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.1022008668954409, 'e': 0.2044017337908818}",30,16,26.597247907680824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.10162607357302, 'e': 0.20325214714604}",35,22,26.53847754041071,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.10105350243111577, 'e': 0.20210700486223154}",20,9,20.873353764346856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.10048315236891156, 'e': 0.20096630473782312}",20,10,18.31782394020801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.099915022225354, 'e': 0.199830044450708}",30,20,12.556922532824771,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.09934911077953931, 'e': 0.19869822155907862}",25,1,23.050927436748037,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.09878541675110034, 'e': 0.19757083350220067}",25,13,20.897009556563596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.09822393880059445, 'e': 0.1964478776011889}",20,9,-35.19437684791323,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
571,False,"{'a': 0.09766467552989218, 'e': 0.19532935105978436}",20,0,-42.29893731595308,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
572,False,"{'a': 0.09710762548256649, 'e': 0.19421525096513298}",30,20,10.003376969896777,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.09655278714428284, 'e': 0.19310557428856567}",20,5,4.633923371899378,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.09600015894318985, 'e': 0.1920003178863797}",25,16,16.648379654252487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.09544973925031067, 'e': 0.19089947850062133}",20,15,9.854107367973324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.09490152637993482, 'e': 0.18980305275986964}",25,18,13.685701103381076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.09435551859001082, 'e': 0.18871103718002163}",30,12,25.766753160703026,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.09381171408253916, 'e': 0.18762342816507832}",20,9,5.978315659897532,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.09327011100396598, 'e': 0.18654022200793197}",20,9,5.4025374915623665,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.09273070744557717, 'e': 0.18546141489115434}",20,5,3.5842327160238,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.09219350144389289, 'e': 0.18438700288778578}",20,13,12.728838971883924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.09165849098106267, 'e': 0.18331698196212534}",25,16,10.450497181118969,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.09112567398526084, 'e': 0.18225134797052167}",25,15,-23.99436337685451,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.09059504833108238, 'e': 0.18119009666216476}",20,0,17.560538559957624,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
585,False,"{'a': 0.09006661183993918, 'e': 0.18013322367987836}",20,12,1.633124616780972,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.08954036228045657, 'e': 0.17908072456091315}",20,4,-59.458671375921476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
587,False,"{'a': 0.08901629736887028, 'e': 0.17803259473774055}",20,12,-24.8987770341252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
588,False,"{'a': 0.08849441476942352, 'e': 0.17698882953884704}",20,5,-24.9896890226066,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
589,False,"{'a': 0.08797471209476455, 'e': 0.1759494241895291}",20,14,12.458755741272201,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.08745718690634434, 'e': 0.17491437381268868}",20,3,12.665624386428059,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.08694183671481445, 'e': 0.1738836734296289}",20,8,12.33877040741837,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.08642865898042522, 'e': 0.17285731796085044}",25,12,5.917621973994267,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.085917651113424, 'e': 0.171835302226848}",20,11,4.081194590183705,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.08540881047445362, 'e': 0.17081762094890723}",20,4,28.688128563891016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.08490213437495087, 'e': 0.16980426874990173}",20,7,-0.05565338580171453,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.08439762007754521, 'e': 0.16879524015509043}",25,3,38.14547464365176,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.08389526479645744, 'e': 0.16779052959291488}",30,18,18.459225769151228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.08339506569789848, 'e': 0.16679013139579696}",30,19,-5.441948957439063,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.08289701990046813, 'e': 0.16579403980093627}",20,10,18.240566358383962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.0824011244755539, 'e': 0.1648022489511078}",30,16,-2.196796726405892,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
601,False,"{'a': 0.08190737644772964, 'e': 0.16381475289545927}",25,16,18.0565760511989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.08141577279515438, 'e': 0.16283154559030877}",35,21,2.558154599023357,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.0809263104499709, 'e': 0.1618526208999418}",25,12,11.328384965210915,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.0804389862987042, 'e': 0.1608779725974084}",30,21,13.408472005529049,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.07995379718266005, 'e': 0.1599075943653201}",25,13,-21.256733154452846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
606,False,"{'a': 0.07947073989832311, 'e': 0.15894147979664622}",20,13,12.773078576202947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.07898981119775515, 'e': 0.1579796223955103}",25,16,9.042092086349752,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.0785110077889929, 'e': 0.1570220155779858}",20,15,3.818721302962759,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.07803432633644579, 'e': 0.15606865267289158}",20,8,16.611373092727966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.07755976346129334, 'e': 0.15511952692258668}",25,14,16.786358566016183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.07708731574188248, 'e': 0.15417463148376495}",20,15,7.025713312496117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.07661697971412441, 'e': 0.15323395942824883}",25,11,28.750348126358432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.07614875187189128, 'e': 0.15229750374378256}",25,15,19.270443124201286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.07568262866741243, 'e': 0.15136525733482487}",20,14,11.923270425582123,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.07521860651167044, 'e': 0.15043721302334087}",30,13,28.80090936898698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.07475668177479668, 'e': 0.14951336354959335}",25,15,-0.778270558576839,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.07429685078646653, 'e': 0.14859370157293306}",20,7,21.640828032768454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.07383910983629419, 'e': 0.14767821967258837}",30,18,10.475239353820797,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.07338345517422706, 'e': 0.14676691034845413}",25,20,11.018608592203455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.07292988301093968, 'e': 0.14585976602187936}",25,12,24.111132345766748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.07247838951822712, 'e': 0.14495677903645424}",25,13,21.611657638202562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.072028970829398, 'e': 0.144057941658796}",25,13,23.277750860077692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.07158162303966695, 'e': 0.1431632460793339}",20,11,3.7000628818209247,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.07113634220654645, 'e': 0.1422726844130929}",30,17,27.986142232719345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.07069312435023828, 'e': 0.14138624870047656}",25,10,9.432205572182971,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.07025196545402425, 'e': 0.1405039309080485}",20,12,13.669249711249256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.06981286146465643, 'e': 0.13962572292931286}",35,0,52.345357737237485,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.06937580829274673, 'e': 0.13875161658549345}",20,11,-5.0355924164544,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.06894080181315583, 'e': 0.13788160362631166}",25,20,7.974066083598398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.06850783786538153, 'e': 0.13701567573076306}",25,8,30.9991155108784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.06807691225394634, 'e': 0.13615382450789268}",25,16,14.874565449706635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.06764802074878441, 'e': 0.13529604149756883}",30,4,31.414858738865217,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.06722115908562785, 'e': 0.1344423181712557}",25,12,11.363032624961475,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.06679632296639214, 'e': 0.13359264593278428}",35,18,21.003016638726272,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.06637350805956092, 'e': 0.13274701611912185}",30,18,15.243913799664847,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.06595271000057006, 'e': 0.1319054200011401}",30,19,19.054920789417835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.06553392439219076, 'e': 0.13106784878438152}",20,11,15.821546069366933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.06511714680491207, 'e': 0.13023429360982414}",30,20,17.177022129271684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.06470237277732244, 'e': 0.12940474555464487}",25,13,23.549717451385984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.06428959781649049, 'e': 0.12857919563298098}",25,0,37.80596735994917,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.06387881739834494, 'e': 0.1277576347966899}",30,21,13.778047451824518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.06347002696805365, 'e': 0.1269400539361073}",30,16,27.233663460035885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.06306322194040176, 'e': 0.12612644388080352}",20,12,13.148102698038464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.06265839770016897, 'e': 0.12531679540033794}",30,18,4.962265635691375,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.062255549602505844, 'e': 0.12451109920501169}",20,6,-27.302999531956804,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
646,False,"{'a': 0.06185467297330923, 'e': 0.12370934594661846}",25,1,32.84417492793629,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.06145576310959668, 'e': 0.12291152621919336}",25,11,8.548244232723086,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.06105881527987995, 'e': 0.1221176305597599}",20,11,15.687922552649306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.06066382472453744, 'e': 0.12132764944907488}",25,17,0.8244978179215776,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.06027078665618574, 'e': 0.12054157331237147}",25,8,25.12557361939921,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.05987969626005003, 'e': 0.11975939252010007}",20,16,7.14396075480593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
